OME,OME_ci_lo,OME_ci_hi,logR2,logR2_ci_lo,logR2_ci_hi,n_rows,OME_std_rows,boot_B,boot_seed,ci_level,scope,n_folds,fp_bits,fp_radius,kernel,data_hash
0.18531251465840393,0.15798514693252705,0.21541203955156893,0.8740651992785866,0.8099858684119015,0.9171000353336749,201,0.2092214832413646,10000,42,95,in_sample,,2048,2,tanimoto_rbf,4e82816a9614d0be82a51f2d15978152
0.28856905240324876,0.24635083184453987,0.33423632634185524,0.7008938214947902,0.5685817525103788,0.7941363626899777,201,0.3197620842849347,10000,42,95,cv,10.0,2048,2,tanimoto_rbf,4e82816a9614d0be82a51f2d15978152
